date,year_quarter,quarter_number,financial_year,retailer,metric,customer_type,customer_group,jurisdiction,value
2020-04-01,2019-20 Q4,4,2019-20,Arc Energy,Number,Electricity,Residential,National,4469
2020-04-01,2019-20 Q4,4,2019-20,Aurora Energy,Number,Electricity,Residential,National,245242
2020-04-01,2019-20 Q4,4,2019-20,Blue NRG,Number,Electricity,Residential,National,0
2020-04-01,2019-20 Q4,4,2019-20,Bright Spark Power,Number,Electricity,Residential,National,70
2020-04-01,2019-20 Q4,4,2019-20,CleanPeak Energy,Number,Electricity,Residential,National,101
2020-04-01,2019-20 Q4,4,2019-20,CovaU,Number,Electricity,Residential,National,4667
2020-04-01,2019-20 Q4,4,2019-20,Diamond Energy,Number,Electricity,Residential,National,9661
2020-04-01,2019-20 Q4,4,2019-20,Discover Energy,Number,Electricity,Residential,National,1010
2020-04-01,2019-20 Q4,4,2019-20,Dodo,Number,Electricity,Residential,National,47839
2020-04-01,2019-20 Q4,4,2019-20,ERM Power,Number,Electricity,Residential,National,1683
2020-04-01,2019-20 Q4,4,2019-20,Electricity in a Box,Number,Electricity,Residential,National,0
2020-04-01,2019-20 Q4,4,2019-20,Elysian Energy,Number,Electricity,Residential,National,244
2020-04-01,2019-20 Q4,4,2019-20,Energy Locals,Number,Electricity,Residential,National,20504
2020-04-01,2019-20 Q4,4,2019-20,Energy Services Management,Number,Electricity,Residential,National,0
2020-04-01,2019-20 Q4,4,2019-20,EnergyAustralia,Number,Electricity,Residential,National,1044384
2020-04-01,2019-20 Q4,4,2019-20,Enova Energy,Number,Electricity,Residential,National,8024
2020-04-01,2019-20 Q4,4,2019-20,Enwave Mascot,Number,Electricity,Residential,National,62
2020-04-01,2019-20 Q4,4,2019-20,Ergon Energy,Number,Electricity,Residential,National,627523
2020-04-01,2019-20 Q4,4,2019-20,Evergy,Number,Electricity,Residential,National,685
2020-04-01,2019-20 Q4,4,2019-20,Flow Systems,Number,Electricity,Residential,National,5270
2020-04-01,2019-20 Q4,4,2019-20,Future X Power,Number,Electricity,Residential,National,277
2020-04-01,2019-20 Q4,4,2019-20,GloBird Energy,Number,Electricity,Residential,National,1525
2020-04-01,2019-20 Q4,4,2019-20,GlowPower,Number,Electricity,Residential,National,0
2020-04-01,2019-20 Q4,4,2019-20,Humenergy,Number,Electricity,Residential,National,297
2020-04-01,2019-20 Q4,4,2019-20,Iberdrola Australia,Number,Electricity,Residential,National,0
2020-04-01,2019-20 Q4,4,2019-20,Infigen Energy,Number,Electricity,Residential,National,0
2020-04-01,2019-20 Q4,4,2019-20,Locality Planning Energy,Number,Electricity,Residential,National,23356
2020-04-01,2019-20 Q4,4,2019-20,Lumo Energy,Number,Electricity,Residential,National,41054
2020-04-01,2019-20 Q4,4,2019-20,MTA Energy,Number,Electricity,Residential,National,0
2020-04-01,2019-20 Q4,4,2019-20,Metered Energy,Number,Electricity,Residential,National,13950
2020-04-01,2019-20 Q4,4,2019-20,Mojo Power,Number,Electricity,Residential,National,3789
2020-04-01,2019-20 Q4,4,2019-20,Momentum Energy,Number,Electricity,Residential,National,28473
2020-04-01,2019-20 Q4,4,2019-20,National Total,Number,Electricity,Residential,National,6566406
2020-04-01,2019-20 Q4,4,2019-20,Nectr Energy,Number,Electricity,Residential,National,1024
2020-04-01,2019-20 Q4,4,2019-20,Next Business Energy,Number,Electricity,Residential,National,72
2020-04-01,2019-20 Q4,4,2019-20,OC Energy,Number,Electricity,Residential,National,4467
2020-04-01,2019-20 Q4,4,2019-20,OVO Energy,Number,Electricity,Residential,National,0
2020-04-01,2019-20 Q4,4,2019-20,Origin Energy,Number,Electricity,Residential,National,1831948
2020-04-01,2019-20 Q4,4,2019-20,People Energy,Number,Electricity,Residential,National,438
2020-04-01,2019-20 Q4,4,2019-20,Pooled Energy,Number,Electricity,Residential,National,1645
2020-04-01,2019-20 Q4,4,2019-20,Power Club,Number,Electricity,Residential,National,627
2020-04-01,2019-20 Q4,4,2019-20,PowerHub,Number,Electricity,Residential,National,318
2020-04-01,2019-20 Q4,4,2019-20,Powerdirect,Number,Electricity,Residential,National,47932
2020-04-01,2019-20 Q4,4,2019-20,Powershop,Number,Electricity,Residential,National,52871
2020-04-01,2019-20 Q4,4,2019-20,Progressive Green,Number,Electricity,Residential,National,0
2020-04-01,2019-20 Q4,4,2019-20,Qenergy,Number,Electricity,Residential,National,5488
2020-04-01,2019-20 Q4,4,2019-20,Radian Energy,Number,Electricity,Residential,National,0
2020-04-01,2019-20 Q4,4,2019-20,ReAmped Energy,Number,Electricity,Residential,National,9352
2020-04-01,2019-20 Q4,4,2019-20,Real Utilities,Number,Electricity,Residential,National,561
2020-04-01,2019-20 Q4,4,2019-20,Red Energy,Number,Electricity,Residential,National,306228
2020-04-01,2019-20 Q4,4,2019-20,SIMEC ZEN Energy,Number,Electricity,Residential,National,0
2020-04-01,2019-20 Q4,4,2019-20,Sanctuary Energy,Number,Electricity,Residential,National,0
2020-04-01,2019-20 Q4,4,2019-20,Savant Energy,Number,Electricity,Residential,National,2962
2020-04-01,2019-20 Q4,4,2019-20,Shell Energy,Number,Electricity,Residential,National,18
2020-04-01,2019-20 Q4,4,2019-20,Simply Energy,Number,Electricity,Residential,National,133318
2020-04-01,2019-20 Q4,4,2019-20,Smart Energy,Number,Electricity,Residential,National,0
2020-04-01,2019-20 Q4,4,2019-20,SmartestEnergy,Number,Electricity,Residential,National,0
2020-04-01,2019-20 Q4,4,2019-20,Social Energy,Number,Electricity,Residential,National,0
2020-04-01,2019-20 Q4,4,2019-20,Sumo Power,Number,Electricity,Residential,National,6841
2020-04-01,2019-20 Q4,4,2019-20,Sustainable Saving,Number,Electricity,Residential,National,30
2020-04-01,2019-20 Q4,4,2019-20,Sustainable Savings,Number,Electricity,Residential,National,30
2020-04-01,2019-20 Q4,4,2019-20,Tango Energy,Number,Electricity,Residential,National,213
2020-04-01,2019-20 Q4,4,2019-20,Tas Gas,Number,Electricity,Residential,National,38
2020-04-01,2019-20 Q4,4,2019-20,The Embedded Networks Company,Number,Electricity,Residential,National,272
2020-04-01,2019-20 Q4,4,2019-20,Winconnect,Number,Electricity,Residential,National,3613
2020-04-01,2019-20 Q4,4,2019-20,Winenergy,Number,Electricity,Residential,National,3613
2020-04-01,2019-20 Q4,4,2019-20,Y.E.S. Energy,Number,Electricity,Residential,National,0
2020-04-01,2019-20 Q4,4,2019-20,Y.E.S. Energy (SA),Number,Electricity,Residential,National,0
2020-04-01,2019-20 Q4,4,2019-20,amaysim Energy,Number,Electricity,Residential,National,95212
2020-07-01,2020-21 Q1,1,2020-21,1st Energy,Number,Electricity,Residential,National,16568
2020-07-01,2020-21 Q1,1,2020-21,AGL,Number,Electricity,Residential,National,1400272
2020-07-01,2020-21 Q1,1,2020-21,ActewAGL,Number,Electricity,Residential,National,169174
2020-07-01,2020-21 Q1,1,2020-21,Alinta Energy,Number,Electricity,Residential,National,342819
2020-07-01,2020-21 Q1,1,2020-21,Apex Energy,Number,Electricity,Residential,National,0
2020-07-01,2020-21 Q1,1,2020-21,Arc Energy,Number,Electricity,Residential,National,4851
2020-07-01,2020-21 Q1,1,2020-21,Aurora Energy,Number,Electricity,Residential,National,244987
2020-07-01,2020-21 Q1,1,2020-21,Blue NRG,Number,Electricity,Residential,National,0
2020-07-01,2020-21 Q1,1,2020-21,Bright Spark Power,Number,Electricity,Residential,National,141
2020-07-01,2020-21 Q1,1,2020-21,CleanPeak Energy,Number,Electricity,Residential,National,112
2020-07-01,2020-21 Q1,1,2020-21,CovaU,Number,Electricity,Residential,National,4914
2020-07-01,2020-21 Q1,1,2020-21,Diamond Energy,Number,Electricity,Residential,National,9753
2020-07-01,2020-21 Q1,1,2020-21,Discover Energy,Number,Electricity,Residential,National,2448
2020-07-01,2020-21 Q1,1,2020-21,Dodo,Number,Electricity,Residential,National,46877
2020-07-01,2020-21 Q1,1,2020-21,ERM Power,Number,Electricity,Residential,National,1691
2020-07-01,2020-21 Q1,1,2020-21,Electricity in a Box,Number,Electricity,Residential,National,0
2020-07-01,2020-21 Q1,1,2020-21,Elysian Energy,Number,Electricity,Residential,National,237
2020-07-01,2020-21 Q1,1,2020-21,Energy Locals,Number,Electricity,Residential,National,22660
2020-07-01,2020-21 Q1,1,2020-21,Energy Services Management,Number,Electricity,Residential,National,0
2020-07-01,2020-21 Q1,1,2020-21,EnergyAustralia,Number,Electricity,Residential,National,1044273
2020-07-01,2020-21 Q1,1,2020-21,Enova Energy,Number,Electricity,Residential,National,8282
2020-07-01,2020-21 Q1,1,2020-21,Enwave Mascot,Number,Electricity,Residential,National,107
2020-07-01,2020-21 Q1,1,2020-21,Ergon Energy,Number,Electricity,Residential,National,630888
2020-07-01,2020-21 Q1,1,2020-21,Evergy,Number,Electricity,Residential,National,698
2020-07-01,2020-21 Q1,1,2020-21,Flow Systems,Number,Electricity,Residential,National,7238
2020-07-01,2020-21 Q1,1,2020-21,Future X Power,Number,Electricity,Residential,National,941
2020-07-01,2020-21 Q1,1,2020-21,GloBird Energy,Number,Electricity,Residential,National,3004
2020-07-01,2020-21 Q1,1,2020-21,GlowPower,Number,Electricity,Residential,National,0
2020-07-01,2020-21 Q1,1,2020-21,Humenergy,Number,Electricity,Residential,National,383
2020-07-01,2020-21 Q1,1,2020-21,Iberdrola Australia,Number,Electricity,Residential,National,0
2020-07-01,2020-21 Q1,1,2020-21,Infigen Energy,Number,Electricity,Residential,National,0
2020-07-01,2020-21 Q1,1,2020-21,LocalVolts,Number,Electricity,Residential,National,0
2020-07-01,2020-21 Q1,1,2020-21,Locality Planning Energy,Number,Electricity,Residential,National,23841
2020-07-01,2020-21 Q1,1,2020-21,Lumo Energy,Number,Electricity,Residential,National,41385
2020-07-01,2020-21 Q1,1,2020-21,MTA Energy,Number,Electricity,Residential,National,0
2020-07-01,2020-21 Q1,1,2020-21,Metered Energy,Number,Electricity,Residential,National,14058
2020-07-01,2020-21 Q1,1,2020-21,Mojo Power,Number,Electricity,Residential,National,4052
2020-07-01,2020-21 Q1,1,2020-21,Momentum Energy,Number,Electricity,Residential,National,28354
2020-07-01,2020-21 Q1,1,2020-21,National Total,Number,Electricity,Residential,National,6607512
2020-07-01,2020-21 Q1,1,2020-21,Nectr Energy,Number,Electricity,Residential,National,5498
2020-07-01,2020-21 Q1,1,2020-21,Next Business Energy,Number,Electricity,Residential,National,67
2020-07-01,2020-21 Q1,1,2020-21,OC Energy,Number,Electricity,Residential,National,4014
2020-07-01,2020-21 Q1,1,2020-21,OVO Energy,Number,Electricity,Residential,National,1904
2020-07-01,2020-21 Q1,1,2020-21,Origin Energy,Number,Electricity,Residential,National,1828248
2020-07-01,2020-21 Q1,1,2020-21,People Energy,Number,Electricity,Residential,National,427
2020-07-01,2020-21 Q1,1,2020-21,Pooled Energy,Number,Electricity,Residential,National,1614
2020-07-01,2020-21 Q1,1,2020-21,Power Club,Number,Electricity,Residential,National,678
2020-07-01,2020-21 Q1,1,2020-21,PowerHub,Number,Electricity,Residential,National,452
2020-07-01,2020-21 Q1,1,2020-21,Powerdirect,Number,Electricity,Residential,National,45605
2020-07-01,2020-21 Q1,1,2020-21,Powershop,Number,Electricity,Residential,National,55058
2020-07-01,2020-21 Q1,1,2020-21,Progressive Green,Number,Electricity,Residential,National,0
2020-07-01,2020-21 Q1,1,2020-21,Qenergy,Number,Electricity,Residential,National,5506
2020-07-01,2020-21 Q1,1,2020-21,Radian Energy,Number,Electricity,Residential,National,0
2020-07-01,2020-21 Q1,1,2020-21,ReAmped Energy,Number,Electricity,Residential,National,12318
2020-07-01,2020-21 Q1,1,2020-21,Real Utilities,Number,Electricity,Residential,National,687
2020-07-01,2020-21 Q1,1,2020-21,Red Energy,Number,Electricity,Residential,National,309824
2020-07-01,2020-21 Q1,1,2020-21,SIMEC ZEN Energy,Number,Electricity,Residential,National,0
2020-07-01,2020-21 Q1,1,2020-21,Sanctuary Energy,Number,Electricity,Residential,National,0
2020-07-01,2020-21 Q1,1,2020-21,Savant Energy,Number,Electricity,Residential,National,3224
2020-07-01,2020-21 Q1,1,2020-21,Shell Energy,Number,Electricity,Residential,National,18
2020-07-01,2020-21 Q1,1,2020-21,Simply Energy,Number,Electricity,Residential,National,148412
2020-07-01,2020-21 Q1,1,2020-21,Smart Energy,Number,Electricity,Residential,National,0
2020-07-01,2020-21 Q1,1,2020-21,Smartest Energy,Number,Electricity,Residential,National,0
2020-07-01,2020-21 Q1,1,2020-21,SmartestEnergy,Number,Electricity,Residential,National,0
2020-07-01,2020-21 Q1,1,2020-21,Social Energy,Number,Electricity,Residential,National,0
2020-07-01,2020-21 Q1,1,2020-21,Sumo Power,Number,Electricity,Residential,National,6766
2020-07-01,2020-21 Q1,1,2020-21,Sustainable Saving,Number,Electricity,Residential,National,30
2020-07-01,2020-21 Q1,1,2020-21,Sustainable Savings,Number,Electricity,Residential,National,30
2020-07-01,2020-21 Q1,1,2020-21,Tango Energy,Number,Electricity,Residential,National,881
2020-07-01,2020-21 Q1,1,2020-21,Tas Gas,Number,Electricity,Residential,National,0
2020-07-01,2020-21 Q1,1,2020-21,The Embedded Networks Company,Number,Electricity,Residential,National,363
2020-07-01,2020-21 Q1,1,2020-21,Winconnect,Number,Electricity,Residential,National,3715
2020-07-01,2020-21 Q1,1,2020-21,Winenergy,Number,Electricity,Residential,National,3715
2020-07-01,2020-21 Q1,1,2020-21,Y.E.S. Energy,Number,Electricity,Residential,National,2
2020-07-01,2020-21 Q1,1,2020-21,Y.E.S. Energy (SA),Number,Electricity,Residential,National,2
2020-07-01,2020-21 Q1,1,2020-21,amaysim Energy,Number,Electricity,Residential,National,99014
2020-10-01,2020-21 Q2,2,2020-21,1st Energy,Number,Electricity,Residential,National,16900
2020-10-01,2020-21 Q2,2,2020-21,AGL,Number,Electricity,Residential,National,1406810
2020-10-01,2020-21 Q2,2,2020-21,ActewAGL,Number,Electricity,Residential,National,168803
2020-10-01,2020-21 Q2,2,2020-21,Alinta Energy,Number,Electricity,Residential,National,333100
2020-10-01,2020-21 Q2,2,2020-21,Apex Energy,Number,Electricity,Residential,National,0
2020-10-01,2020-21 Q2,2,2020-21,Arc Energy,Number,Electricity,Residential,National,5266
2020-10-01,2020-21 Q2,2,2020-21,Aurora Energy,Number,Electricity,Residential,National,244803
2020-10-01,2020-21 Q2,2,2020-21,Blue NRG,Number,Electricity,Residential,National,0
2020-10-01,2020-21 Q2,2,2020-21,Bright Spark Power,Number,Electricity,Residential,National,214
2020-10-01,2020-21 Q2,2,2020-21,CleanPeak Energy,Number,Electricity,Residential,National,103
2020-10-01,2020-21 Q2,2,2020-21,CovaU,Number,Electricity,Residential,National,5385
2020-10-01,2020-21 Q2,2,2020-21,Diamond Energy,Number,Electricity,Residential,National,9624
2020-10-01,2020-21 Q2,2,2020-21,Discover Energy,Number,Electricity,Residential,National,3850
2020-10-01,2020-21 Q2,2,2020-21,Dodo,Number,Electricity,Residential,National,44487
2020-10-01,2020-21 Q2,2,2020-21,ERM Power,Number,Electricity,Residential,National,1679
2020-10-01,2020-21 Q2,2,2020-21,Electricity in a Box,Number,Electricity,Residential,National,7
2020-10-01,2020-21 Q2,2,2020-21,Elysian Energy,Number,Electricity,Residential,National,297
2020-10-01,2020-21 Q2,2,2020-21,Energy Locals,Number,Electricity,Residential,National,26832
2020-10-01,2020-21 Q2,2,2020-21,Energy Services Management,Number,Electricity,Residential,National,59
2020-10-01,2020-21 Q2,2,2020-21,EnergyAustralia,Number,Electricity,Residential,National,1033924
2020-10-01,2020-21 Q2,2,2020-21,Enova Energy,Number,Electricity,Residential,National,8627
2020-10-01,2020-21 Q2,2,2020-21,Enwave Mascot,Number,Electricity,Residential,National,122
2020-10-01,2020-21 Q2,2,2020-21,Ergon Energy,Number,Electricity,Residential,National,631056
2020-10-01,2020-21 Q2,2,2020-21,Evergy,Number,Electricity,Residential,National,710
2020-10-01,2020-21 Q2,2,2020-21,Flow Systems,Number,Electricity,Residential,National,8940
2020-10-01,2020-21 Q2,2,2020-21,Future X Power,Number,Electricity,Residential,National,1363
2020-10-01,2020-21 Q2,2,2020-21,GloBird Energy,Number,Electricity,Residential,National,4678
2020-10-01,2020-21 Q2,2,2020-21,GlowPower,Number,Electricity,Residential,National,59
2020-10-01,2020-21 Q2,2,2020-21,Humenergy,Number,Electricity,Residential,National,505
2020-10-01,2020-21 Q2,2,2020-21,Iberdrola Australia,Number,Electricity,Residential,National,0
2020-10-01,2020-21 Q2,2,2020-21,Infigen Energy,Number,Electricity,Residential,National,0
2020-10-01,2020-21 Q2,2,2020-21,LocalVolts,Number,Electricity,Residential,National,0
2020-10-01,2020-21 Q2,2,2020-21,Locality Planning Energy,Number,Electricity,Residential,National,25935
2020-10-01,2020-21 Q2,2,2020-21,Lumo Energy,Number,Electricity,Residential,National,41304
2020-10-01,2020-21 Q2,2,2020-21,MTA Energy,Number,Electricity,Residential,National,0
2020-10-01,2020-21 Q2,2,2020-21,Metered Energy,Number,Electricity,Residential,National,14125
2020-10-01,2020-21 Q2,2,2020-21,Mojo Power,Number,Electricity,Residential,National,4834
2020-10-01,2020-21 Q2,2,2020-21,Momentum Energy,Number,Electricity,Residential,National,29061
2020-10-01,2020-21 Q2,2,2020-21,National Total,Number,Electricity,Residential,National,6611143
2020-10-01,2020-21 Q2,2,2020-21,Nectr Energy,Number,Electricity,Residential,National,10097
2020-10-01,2020-21 Q2,2,2020-21,Next Business Energy,Number,Electricity,Residential,National,67
2020-10-01,2020-21 Q2,2,2020-21,OC Energy,Number,Electricity,Residential,National,3628
2020-10-01,2020-21 Q2,2,2020-21,OVO Energy,Number,Electricity,Residential,National,2760
2020-10-01,2020-21 Q2,2,2020-21,Origin Energy,Number,Electricity,Residential,National,1820348
2020-10-01,2020-21 Q2,2,2020-21,People Energy,Number,Electricity,Residential,National,400
2020-10-01,2020-21 Q2,2,2020-21,Pooled Energy,Number,Electricity,Residential,National,1606
2020-10-01,2020-21 Q2,2,2020-21,Power Club,Number,Electricity,Residential,National,683
2020-10-01,2020-21 Q2,2,2020-21,PowerHub,Number,Electricity,Residential,National,572
2020-10-01,2020-21 Q2,2,2020-21,Powerdirect,Number,Electricity,Residential,National,43546
2020-10-01,2020-21 Q2,2,2020-21,Powershop,Number,Electricity,Residential,National,56465
2020-10-01,2020-21 Q2,2,2020-21,Progressive Green,Number,Electricity,Residential,National,0
2020-10-01,2020-21 Q2,2,2020-21,Qenergy,Number,Electricity,Residential,National,4863
2020-10-01,2020-21 Q2,2,2020-21,Radian Energy,Number,Electricity,Residential,National,32
2020-10-01,2020-21 Q2,2,2020-21,ReAmped Energy,Number,Electricity,Residential,National,16991
2020-10-01,2020-21 Q2,2,2020-21,Real Utilities,Number,Electricity,Residential,National,736
2020-10-01,2020-21 Q2,2,2020-21,Red Energy,Number,Electricity,Residential,National,311291
2020-10-01,2020-21 Q2,2,2020-21,SIMEC ZEN Energy,Number,Electricity,Residential,National,0
2020-10-01,2020-21 Q2,2,2020-21,Sanctuary Energy,Number,Electricity,Residential,National,0
2020-10-01,2020-21 Q2,2,2020-21,Savant Energy,Number,Electricity,Residential,National,3210
2020-10-01,2020-21 Q2,2,2020-21,Shell Energy,Number,Electricity,Residential,National,22
2020-10-01,2020-21 Q2,2,2020-21,Simply Energy,Number,Electricity,Residential,National,147589
2020-10-01,2020-21 Q2,2,2020-21,Smart Energy,Number,Electricity,Residential,National,0
2020-10-01,2020-21 Q2,2,2020-21,Smartest Energy,Number,Electricity,Residential,National,0
2020-10-01,2020-21 Q2,2,2020-21,SmartestEnergy,Number,Electricity,Residential,National,0
2020-10-01,2020-21 Q2,2,2020-21,Social Energy,Number,Electricity,Residential,National,0
2020-10-01,2020-21 Q2,2,2020-21,Sumo Power,Number,Electricity,Residential,National,9007
2020-10-01,2020-21 Q2,2,2020-21,Sustainable Saving,Number,Electricity,Residential,National,30
2020-10-01,2020-21 Q2,2,2020-21,Sustainable Savings,Number,Electricity,Residential,National,30
2020-10-01,2020-21 Q2,2,2020-21,Tango Energy,Number,Electricity,Residential,National,2880
2020-10-01,2020-21 Q2,2,2020-21,Tas Gas,Number,Electricity,Residential,National,0
2020-10-01,2020-21 Q2,2,2020-21,The Embedded Networks Company,Number,Electricity,Residential,National,531
2020-10-01,2020-21 Q2,2,2020-21,Winconnect,Number,Electricity,Residential,National,6290
2020-10-01,2020-21 Q2,2,2020-21,Winenergy,Number,Electricity,Residential,National,6290
2020-10-01,2020-21 Q2,2,2020-21,Y.E.S. Energy,Number,Electricity,Residential,National,2
2020-10-01,2020-21 Q2,2,2020-21,Y.E.S. Energy (SA),Number,Electricity,Residential,National,2
2020-10-01,2020-21 Q2,2,2020-21,ZEN Energy,Number,Electricity,Residential,National,0
2020-10-01,2020-21 Q2,2,2020-21,amaysim Energy,Number,Electricity,Residential,National,95898
2021-01-01,2020-21 Q3,3,2020-21,1st Energy,Number,Electricity,Residential,National,17698
2021-01-01,2020-21 Q3,3,2020-21,AGL,Number,Electricity,Residential,National,1413472
2021-01-01,2020-21 Q3,3,2020-21,ActewAGL,Number,Electricity,Residential,National,167009
2021-01-01,2020-21 Q3,3,2020-21,Alinta Energy,Number,Electricity,Residential,National,328974
2021-01-01,2020-21 Q3,3,2020-21,Altogether Group,Number,Electricity,Residential,National,9146
2021-01-01,2020-21 Q3,3,2020-21,Amber Electric,Number,Electricity,Residential,National,0
2021-01-01,2020-21 Q3,3,2020-21,Apex Energy,Number,Electricity,Residential,National,0
2021-01-01,2020-21 Q3,3,2020-21,Arc Energy,Number,Electricity,Residential,National,5532
2021-01-01,2020-21 Q3,3,2020-21,Aurora Energy,Number,Electricity,Residential,National,244593
2021-01-01,2020-21 Q3,3,2020-21,Blue NRG,Number,Electricity,Residential,National,0
2021-01-01,2020-21 Q3,3,2020-21,Bright Spark Power,Number,Electricity,Residential,National,313
2021-01-01,2020-21 Q3,3,2020-21,Brighte Energy,Number,Electricity,Residential,National,0
2021-01-01,2020-21 Q3,3,2020-21,CPE Mascot,Number,Electricity,Residential,National,139
2021-01-01,2020-21 Q3,3,2020-21,CleanPeak Energy,Number,Electricity,Residential,National,93
2021-01-01,2020-21 Q3,3,2020-21,CovaU,Number,Electricity,Residential,National,5906
2021-01-01,2020-21 Q3,3,2020-21,Diamond Energy,Number,Electricity,Residential,National,9580
2021-01-01,2020-21 Q3,3,2020-21,Discover Energy,Number,Electricity,Residential,National,4869
2021-01-01,2020-21 Q3,3,2020-21,Dodo,Number,Electricity,Residential,National,45199
2021-01-01,2020-21 Q3,3,2020-21,EA Connect,Number,Electricity,Residential,National,0
2021-01-01,2020-21 Q3,3,2020-21,ERM Power,Number,Electricity,Residential,National,1655
2021-01-01,2020-21 Q3,3,2020-21,Electricity in a Box,Number,Electricity,Residential,National,62
2021-01-01,2020-21 Q3,3,2020-21,Elysian Energy,Number,Electricity,Residential,National,428
2021-01-01,2020-21 Q3,3,2020-21,Energy Locals,Number,Electricity,Residential,National,29776
2021-01-01,2020-21 Q3,3,2020-21,Energy Services Management,Number,Electricity,Residential,National,216
2021-01-01,2020-21 Q3,3,2020-21,EnergyAustralia,Number,Electricity,Residential,National,1023778
2021-01-01,2020-21 Q3,3,2020-21,Enova Energy,Number,Electricity,Residential,National,9139
2021-01-01,2020-21 Q3,3,2020-21,Enwave Mascot,Number,Electricity,Residential,National,139
2021-01-01,2020-21 Q3,3,2020-21,Ergon Energy,Number,Electricity,Residential,National,631536
2021-01-01,2020-21 Q3,3,2020-21,Evergy,Number,Electricity,Residential,National,923
2021-01-01,2020-21 Q3,3,2020-21,Flow Systems,Number,Electricity,Residential,National,9146
2021-01-01,2020-21 Q3,3,2020-21,Future X Power,Number,Electricity,Residential,National,1322
2021-01-01,2020-21 Q3,3,2020-21,GEE Power & Gas,Number,Electricity,Residential,National,0
2021-01-01,2020-21 Q3,3,2020-21,GloBird Energy,Number,Electricity,Residential,National,6818
2021-01-01,2020-21 Q3,3,2020-21,GlowPower,Number,Electricity,Residential,National,216
2021-01-01,2020-21 Q3,3,2020-21,Humenergy,Number,Electricity,Residential,National,700
2021-01-01,2020-21 Q3,3,2020-21,Iberdrola Australia,Number,Electricity,Residential,National,0
2021-01-01,2020-21 Q3,3,2020-21,Infigen Energy,Number,Electricity,Residential,National,0
2021-01-01,2020-21 Q3,3,2020-21,LocalVolts,Number,Electricity,Residential,National,0
2021-01-01,2020-21 Q3,3,2020-21,Locality Planning Energy,Number,Electricity,Residential,National,26955
2021-01-01,2020-21 Q3,3,2020-21,Lumo Energy,Number,Electricity,Residential,National,41630
2021-01-01,2020-21 Q3,3,2020-21,MTA Energy,Number,Electricity,Residential,National,0
2021-01-01,2020-21 Q3,3,2020-21,Maximum Energy,Number,Electricity,Residential,National,0
2021-01-01,2020-21 Q3,3,2020-21,Metered Energy,Number,Electricity,Residential,National,14292
2021-01-01,2020-21 Q3,3,2020-21,Microgrid Power,Number,Electricity,Residential,National,0
2021-01-01,2020-21 Q3,3,2020-21,Mojo Power,Number,Electricity,Residential,National,5533
2021-01-01,2020-21 Q3,3,2020-21,Momentum Energy,Number,Electricity,Residential,National,32542
2021-01-01,2020-21 Q3,3,2020-21,National Total,Number,Electricity,Residential,National,6634996
2021-01-01,2020-21 Q3,3,2020-21,Nectr Energy,Number,Electricity,Residential,National,14340
2021-01-01,2020-21 Q3,3,2020-21,Next Business Energy,Number,Electricity,Residential,National,70
2021-01-01,2020-21 Q3,3,2020-21,OC Energy,Number,Electricity,Residential,National,3279
2021-01-01,2020-21 Q3,3,2020-21,OVO Energy,Number,Electricity,Residential,National,3111
2021-01-01,2020-21 Q3,3,2020-21,Origin Energy,Number,Electricity,Residential,National,1821715
2021-01-01,2020-21 Q3,3,2020-21,People Energy,Number,Electricity,Residential,National,375
2021-01-01,2020-21 Q3,3,2020-21,Pooled Energy,Number,Electricity,Residential,National,1634
2021-01-01,2020-21 Q3,3,2020-21,Power Club,Number,Electricity,Residential,National,697
2021-01-01,2020-21 Q3,3,2020-21,PowerHub,Number,Electricity,Residential,National,566
2021-01-01,2020-21 Q3,3,2020-21,Powerdirect,Number,Electricity,Residential,National,42024
2021-01-01,2020-21 Q3,3,2020-21,Powershop,Number,Electricity,Residential,National,56991
2021-01-01,2020-21 Q3,3,2020-21,Progressive Green,Number,Electricity,Residential,National,7
2021-01-01,2020-21 Q3,3,2020-21,Qenergy,Number,Electricity,Residential,National,4663
2021-01-01,2020-21 Q3,3,2020-21,Radian Energy,Number,Electricity,Residential,National,41
2021-01-01,2020-21 Q3,3,2020-21,ReAmped Energy,Number,Electricity,Residential,National,21799
2021-01-01,2020-21 Q3,3,2020-21,Real Utilities,Number,Electricity,Residential,National,804
2021-01-01,2020-21 Q3,3,2020-21,Red Energy,Number,Electricity,Residential,National,314954
2021-01-01,2020-21 Q3,3,2020-21,SIMEC ZEN Energy,Number,Electricity,Residential,National,0
2021-01-01,2020-21 Q3,3,2020-21,Sanctuary Energy,Number,Electricity,Residential,National,0
2021-01-01,2020-21 Q3,3,2020-21,Savant Energy,Number,Electricity,Residential,National,3024
2021-01-01,2020-21 Q3,3,2020-21,Shell Energy,Number,Electricity,Residential,National,1655
2021-01-01,2020-21 Q3,3,2020-21,Simply Energy,Number,Electricity,Residential,National,149865
2021-01-01,2020-21 Q3,3,2020-21,Smart Energy,Number,Electricity,Residential,National,0
2021-01-01,2020-21 Q3,3,2020-21,Smartest Energy,Number,Electricity,Residential,National,0
2021-01-01,2020-21 Q3,3,2020-21,SmartestEnergy,Number,Electricity,Residential,National,0
2021-01-01,2020-21 Q3,3,2020-21,Social Energy,Number,Electricity,Residential,National,4
2021-01-01,2020-21 Q3,3,2020-21,Sumo Power,Number,Electricity,Residential,National,13577
