date,year_quarter,quarter_number,financial_year,retailer,metric,customer_type,customer_group,jurisdiction,value
2024-07-01,2024-25 Q1,1,2024-25,Future X Power,Number,Electricity,Residential,National,97
2024-07-01,2024-25 Q1,1,2024-25,GEE Power & Gas,Number,Electricity,Residential,National,23
2024-07-01,2024-25 Q1,1,2024-25,GloBird Energy,Number,Electricity,Residential,National,37653
2024-07-01,2024-25 Q1,1,2024-25,GlowPower,Number,Electricity,Residential,National,0
2024-07-01,2024-25 Q1,1,2024-25,Humenergy,Number,Electricity,Residential,National,3299
2024-07-01,2024-25 Q1,1,2024-25,Iberdrola Australia,Number,Electricity,Residential,National,0
2024-07-01,2024-25 Q1,1,2024-25,LocalVolts,Number,Electricity,Residential,National,511
2024-07-01,2024-25 Q1,1,2024-25,Locality Planning Energy,Number,Electricity,Residential,National,34
2024-07-01,2024-25 Q1,1,2024-25,Lumo Energy,Number,Electricity,Residential,National,56536
2024-07-01,2024-25 Q1,1,2024-25,MTA Energy,Number,Electricity,Residential,National,0
2024-07-01,2024-25 Q1,1,2024-25,Macarthur Energy,Number,Electricity,Residential,National,2
2024-07-01,2024-25 Q1,1,2024-25,Maximum Energy,Number,Electricity,Residential,National,0
2024-07-01,2024-25 Q1,1,2024-25,Metered Energy,Number,Electricity,Residential,National,16146
2024-07-01,2024-25 Q1,1,2024-25,Microgrid Power,Number,Electricity,Residential,National,124
2024-07-01,2024-25 Q1,1,2024-25,Mojo Power,Number,Electricity,Residential,National,0
2024-07-01,2024-25 Q1,1,2024-25,Momentum Energy,Number,Electricity,Residential,National,20619
2024-07-01,2024-25 Q1,1,2024-25,National Total,Number,Electricity,Residential,National,6915694
2024-07-01,2024-25 Q1,1,2024-25,Nectr Energy,Number,Electricity,Residential,National,26635
2024-07-01,2024-25 Q1,1,2024-25,Next Business Energy,Number,Electricity,Residential,National,262
2024-07-01,2024-25 Q1,1,2024-25,OC Energy,Number,Electricity,Residential,National,1232
2024-07-01,2024-25 Q1,1,2024-25,OVO Energy,Number,Electricity,Residential,National,38164
2024-07-01,2024-25 Q1,1,2024-25,Origin Energy,Number,Electricity,Residential,National,1813717
2024-07-01,2024-25 Q1,1,2024-25,People Energy,Number,Electricity,Residential,National,0
2024-07-01,2024-25 Q1,1,2024-25,Pooled Energy,Number,Electricity,Residential,National,0
2024-07-01,2024-25 Q1,1,2024-25,Power Club,Number,Electricity,Residential,National,0
2024-07-01,2024-25 Q1,1,2024-25,PowerHub,Number,Electricity,Residential,National,978
2024-07-01,2024-25 Q1,1,2024-25,Powerdirect,Number,Electricity,Residential,National,0
2024-07-01,2024-25 Q1,1,2024-25,Powershop,Number,Electricity,Residential,National,62604
2024-07-01,2024-25 Q1,1,2024-25,Powow Power,Number,Electricity,Residential,National,5
2024-07-01,2024-25 Q1,1,2024-25,Progressive Green,Number,Electricity,Residential,National,17
2024-07-01,2024-25 Q1,1,2024-25,Qenergy,Number,Electricity,Residential,National,0
2024-07-01,2024-25 Q1,1,2024-25,Radian Energy,Number,Electricity,Residential,National,0
2024-07-01,2024-25 Q1,1,2024-25,ReAmped Energy,Number,Electricity,Residential,National,0
2024-07-01,2024-25 Q1,1,2024-25,Real Utilities,Number,Electricity,Residential,National,3013
2024-07-01,2024-25 Q1,1,2024-25,Red Energy,Number,Electricity,Residential,National,507712
2024-07-01,2024-25 Q1,1,2024-25,Savant Energy,Number,Electricity,Residential,National,4025
2024-07-01,2024-25 Q1,1,2024-25,Shell Energy,Number,Electricity,Residential,National,2271
2024-07-01,2024-25 Q1,1,2024-25,Simply Energy,Number,Electricity,Residential,National,134083
2024-07-01,2024-25 Q1,1,2024-25,Smart Energy,Number,Electricity,Residential,National,3
2024-07-01,2024-25 Q1,1,2024-25,Smartest Energy,Number,Electricity,Residential,National,0
2024-07-01,2024-25 Q1,1,2024-25,Social Energy,Number,Electricity,Residential,National,0
2024-07-01,2024-25 Q1,1,2024-25,Starcorp Energy,Number,Electricity,Residential,National,304
2024-07-01,2024-25 Q1,1,2024-25,Sumo Power,Number,Electricity,Residential,National,34532
2024-07-01,2024-25 Q1,1,2024-25,Sustainable Savings,Number,Electricity,Residential,National,146
2024-07-01,2024-25 Q1,1,2024-25,Tango Energy,Number,Electricity,Residential,National,9160
2024-07-01,2024-25 Q1,1,2024-25,Tas Gas,Number,Electricity,Residential,National,544
2024-07-01,2024-25 Q1,1,2024-25,Telstra Energy Retail,Number,Electricity,Residential,National,0
2024-07-01,2024-25 Q1,1,2024-25,The Embedded Networks Company,Number,Electricity,Residential,National,1245
2024-07-01,2024-25 Q1,1,2024-25,Winenergy,Number,Electricity,Residential,National,12150
2024-07-01,2024-25 Q1,1,2024-25,Y.E.S. Energy,Number,Electricity,Residential,National,0
2024-07-01,2024-25 Q1,1,2024-25,ZEN Energy,Number,Electricity,Residential,National,0
2024-07-01,2024-25 Q1,1,2024-25,amaysim Energy,Number,Electricity,Residential,National,0
2024-10-01,2024-25 Q2,2,2024-25,1st Energy,Number,Electricity,Residential,National,26930
2024-10-01,2024-25 Q2,2,2024-25,AGL,Number,Electricity,Residential,National,1508986
2024-10-01,2024-25 Q2,2,2024-25,ActewAGL,Number,Electricity,Residential,National,182400
2024-10-01,2024-25 Q2,2,2024-25,Alinta Energy,Number,Electricity,Residential,National,325286
2024-10-01,2024-25 Q2,2,2024-25,Altogether Group,Number,Electricity,Residential,National,23627
2024-10-01,2024-25 Q2,2,2024-25,Amber Electric,Number,Electricity,Residential,National,25098
2024-10-01,2024-25 Q2,2,2024-25,Ampol Energy,Number,Electricity,Residential,National,25792
2024-10-01,2024-25 Q2,2,2024-25,Apex Energy,Number,Electricity,Residential,National,713
2024-10-01,2024-25 Q2,2,2024-25,Arc Energy,Number,Electricity,Residential,National,11893
2024-10-01,2024-25 Q2,2,2024-25,Aurora Energy,Number,Electricity,Residential,National,240449
2024-10-01,2024-25 Q2,2,2024-25,Blue NRG,Number,Electricity,Residential,National,9513
2024-10-01,2024-25 Q2,2,2024-25,Bright Spark Power,Number,Electricity,Residential,National,0
2024-10-01,2024-25 Q2,2,2024-25,CPE Mascot,Number,Electricity,Residential,National,411
2024-10-01,2024-25 Q2,2,2024-25,CS Energy,Number,Electricity,Residential,National,0
2024-10-01,2024-25 Q2,2,2024-25,CleanPeak Energy,Number,Electricity,Residential,National,0
2024-10-01,2024-25 Q2,2,2024-25,CovaU,Number,Electricity,Residential,National,6583
2024-10-01,2024-25 Q2,2,2024-25,Diamond Energy,Number,Electricity,Residential,National,12069
2024-10-01,2024-25 Q2,2,2024-25,Discover Energy,Number,Electricity,Residential,National,412
2024-10-01,2024-25 Q2,2,2024-25,Dodo,Number,Electricity,Residential,National,76285
2024-10-01,2024-25 Q2,2,2024-25,Electricity in a Box,Number,Electricity,Residential,National,0
2024-10-01,2024-25 Q2,2,2024-25,Elysian Energy,Number,Electricity,Residential,National,0
2024-10-01,2024-25 Q2,2,2024-25,Enel Energy Australia,Number,Electricity,Residential,National,0
2024-10-01,2024-25 Q2,2,2024-25,Energy Locals,Number,Electricity,Residential,National,65184
2024-10-01,2024-25 Q2,2,2024-25,EnergyAustralia,Number,Electricity,Residential,National,947432
2024-10-01,2024-25 Q2,2,2024-25,Enova Energy,Number,Electricity,Residential,National,0
2024-10-01,2024-25 Q2,2,2024-25,Ergon Energy,Number,Electricity,Residential,National,648777
2024-10-01,2024-25 Q2,2,2024-25,Evergy,Number,Electricity,Residential,National,1970
2024-10-01,2024-25 Q2,2,2024-25,Flo Energy,Number,Electricity,Residential,National,0
2024-10-01,2024-25 Q2,2,2024-25,Future X Power,Number,Electricity,Residential,National,99
2024-10-01,2024-25 Q2,2,2024-25,GEE Power & Gas,Number,Electricity,Residential,National,20
2024-10-01,2024-25 Q2,2,2024-25,GloBird Energy,Number,Electricity,Residential,National,36161
2024-10-01,2024-25 Q2,2,2024-25,GlowPower,Number,Electricity,Residential,National,0
2024-10-01,2024-25 Q2,2,2024-25,Humenergy,Number,Electricity,Residential,National,3900
2024-10-01,2024-25 Q2,2,2024-25,Iberdrola Australia,Number,Electricity,Residential,National,0
2024-10-01,2024-25 Q2,2,2024-25,LocalVolts,Number,Electricity,Residential,National,573
2024-10-01,2024-25 Q2,2,2024-25,Locality Planning Energy,Number,Electricity,Residential,National,34
2024-10-01,2024-25 Q2,2,2024-25,Lumo Energy,Number,Electricity,Residential,National,57686
2024-10-01,2024-25 Q2,2,2024-25,MTA Energy,Number,Electricity,Residential,National,0
2024-10-01,2024-25 Q2,2,2024-25,Macarthur Energy,Number,Electricity,Residential,National,67
2024-10-01,2024-25 Q2,2,2024-25,Maximum Energy,Number,Electricity,Residential,National,0
2024-10-01,2024-25 Q2,2,2024-25,Metered Energy,Number,Electricity,Residential,National,17282
2024-10-01,2024-25 Q2,2,2024-25,Microgrid Power,Number,Electricity,Residential,National,122
2024-10-01,2024-25 Q2,2,2024-25,Mojo Power,Number,Electricity,Residential,National,0
2024-10-01,2024-25 Q2,2,2024-25,Momentum Energy,Number,Electricity,Residential,National,21242
2024-10-01,2024-25 Q2,2,2024-25,National Total,Number,Electricity,Residential,National,6943888
2024-10-01,2024-25 Q2,2,2024-25,Nectr Energy,Number,Electricity,Residential,National,23283
2024-10-01,2024-25 Q2,2,2024-25,Next Business Energy,Number,Electricity,Residential,National,264
2024-10-01,2024-25 Q2,2,2024-25,OC Energy,Number,Electricity,Residential,National,1165
2024-10-01,2024-25 Q2,2,2024-25,OVO Energy,Number,Electricity,Residential,National,37248
2024-10-01,2024-25 Q2,2,2024-25,Origin Energy,Number,Electricity,Residential,National,1822731
2024-10-01,2024-25 Q2,2,2024-25,People Energy,Number,Electricity,Residential,National,0
2024-10-01,2024-25 Q2,2,2024-25,Pooled Energy,Number,Electricity,Residential,National,0
2024-10-01,2024-25 Q2,2,2024-25,Power Club,Number,Electricity,Residential,National,0
2024-10-01,2024-25 Q2,2,2024-25,PowerHub,Number,Electricity,Residential,National,999
2024-10-01,2024-25 Q2,2,2024-25,Powerdirect,Number,Electricity,Residential,National,0
2024-10-01,2024-25 Q2,2,2024-25,Powershop,Number,Electricity,Residential,National,64050
2024-10-01,2024-25 Q2,2,2024-25,Powow Power,Number,Electricity,Residential,National,3
2024-10-01,2024-25 Q2,2,2024-25,Progressive Green,Number,Electricity,Residential,National,18
2024-10-01,2024-25 Q2,2,2024-25,Qenergy,Number,Electricity,Residential,National,0
2024-10-01,2024-25 Q2,2,2024-25,Radian Energy,Number,Electricity,Residential,National,0
2024-10-01,2024-25 Q2,2,2024-25,ReAmped Energy,Number,Electricity,Residential,National,0
2024-10-01,2024-25 Q2,2,2024-25,Real Utilities,Number,Electricity,Residential,National,2876
2024-10-01,2024-25 Q2,2,2024-25,Red Energy,Number,Electricity,Residential,National,521829
2024-10-01,2024-25 Q2,2,2024-25,Savant Energy,Number,Electricity,Residential,National,4147
2024-10-01,2024-25 Q2,2,2024-25,Shell Energy,Number,Electricity,Residential,National,2235
2024-10-01,2024-25 Q2,2,2024-25,Simply Energy,Number,Electricity,Residential,National,139445
2024-10-01,2024-25 Q2,2,2024-25,Smart Energy,Number,Electricity,Residential,National,0
2024-10-01,2024-25 Q2,2,2024-25,Smartest Energy,Number,Electricity,Residential,National,0
2024-10-01,2024-25 Q2,2,2024-25,Social Energy,Number,Electricity,Residential,National,0
2024-10-01,2024-25 Q2,2,2024-25,Starcorp Energy,Number,Electricity,Residential,National,304
2024-10-01,2024-25 Q2,2,2024-25,Sumo Power,Number,Electricity,Residential,National,34178
2024-10-01,2024-25 Q2,2,2024-25,Sustainable Savings,Number,Electricity,Residential,National,156
2024-10-01,2024-25 Q2,2,2024-25,Tango Energy,Number,Electricity,Residential,National,10104
2024-10-01,2024-25 Q2,2,2024-25,Tas Gas,Number,Electricity,Residential,National,795
2024-10-01,2024-25 Q2,2,2024-25,Telstra Energy Retail,Number,Electricity,Residential,National,0
2024-10-01,2024-25 Q2,2,2024-25,The Embedded Networks Company,Number,Electricity,Residential,National,1348
2024-10-01,2024-25 Q2,2,2024-25,Winenergy,Number,Electricity,Residential,National,11462
2024-10-01,2024-25 Q2,2,2024-25,Y.E.S. Energy,Number,Electricity,Residential,National,0
2024-10-01,2024-25 Q2,2,2024-25,ZEN Energy,Number,Electricity,Residential,National,0
2024-10-01,2024-25 Q2,2,2024-25,amaysim Energy,Number,Electricity,Residential,National,0
2025-01-01,2024-25 Q3,3,2024-25,1st Energy,Number,Electricity,Residential,National,27540
2025-01-01,2024-25 Q3,3,2024-25,AGL,Number,Electricity,Residential,National,1498273
2025-01-01,2024-25 Q3,3,2024-25,ActewAGL,Number,Electricity,Residential,National,181947
2025-01-01,2024-25 Q3,3,2024-25,Alinta Energy,Number,Electricity,Residential,National,313807
2025-01-01,2024-25 Q3,3,2024-25,Altogether Group,Number,Electricity,Residential,National,23932
2025-01-01,2024-25 Q3,3,2024-25,Amber Electric,Number,Electricity,Residential,National,27157
2025-01-01,2024-25 Q3,3,2024-25,Ampol Energy,Number,Electricity,Residential,National,41110
2025-01-01,2024-25 Q3,3,2024-25,Apex Energy,Number,Electricity,Residential,National,714
2025-01-01,2024-25 Q3,3,2024-25,Arc Energy,Number,Electricity,Residential,National,12131
2025-01-01,2024-25 Q3,3,2024-25,Aurora Energy,Number,Electricity,Residential,National,240081
2025-01-01,2024-25 Q3,3,2024-25,Blue NRG,Number,Electricity,Residential,National,9041
2025-01-01,2024-25 Q3,3,2024-25,Bright Spark Power,Number,Electricity,Residential,National,0
2025-01-01,2024-25 Q3,3,2024-25,CPE Mascot,Number,Electricity,Residential,National,462
2025-01-01,2024-25 Q3,3,2024-25,CS Energy,Number,Electricity,Residential,National,0
2025-01-01,2024-25 Q3,3,2024-25,CleanPeak Energy,Number,Electricity,Residential,National,5
2025-01-01,2024-25 Q3,3,2024-25,CovaU,Number,Electricity,Residential,National,6824
2025-01-01,2024-25 Q3,3,2024-25,Diamond Energy,Number,Electricity,Residential,National,13256
2025-01-01,2024-25 Q3,3,2024-25,Discover Energy,Number,Electricity,Residential,National,387
2025-01-01,2024-25 Q3,3,2024-25,Dodo,Number,Electricity,Residential,National,78105
2025-01-01,2024-25 Q3,3,2024-25,Electricity in a Box,Number,Electricity,Residential,National,0
2025-01-01,2024-25 Q3,3,2024-25,Elysian Energy,Number,Electricity,Residential,National,0
2025-01-01,2024-25 Q3,3,2024-25,Enel Energy Australia,Number,Electricity,Residential,National,0
2025-01-01,2024-25 Q3,3,2024-25,Energy Locals,Number,Electricity,Residential,National,69235
2025-01-01,2024-25 Q3,3,2024-25,EnergyAustralia,Number,Electricity,Residential,National,936718
2025-01-01,2024-25 Q3,3,2024-25,Enova Energy,Number,Electricity,Residential,National,0
2025-01-01,2024-25 Q3,3,2024-25,Ergon Energy,Number,Electricity,Residential,National,648402
2025-01-01,2024-25 Q3,3,2024-25,Evergy,Number,Electricity,Residential,National,2213
2025-01-01,2024-25 Q3,3,2024-25,Flo Energy,Number,Electricity,Residential,National,0
2025-01-01,2024-25 Q3,3,2024-25,Future X Power,Number,Electricity,Residential,National,98
2025-01-01,2024-25 Q3,3,2024-25,GEE Power & Gas,Number,Electricity,Residential,National,16
2025-01-01,2024-25 Q3,3,2024-25,GloBird Energy,Number,Electricity,Residential,National,38046
2025-01-01,2024-25 Q3,3,2024-25,GlowPower,Number,Electricity,Residential,National,0
2025-01-01,2024-25 Q3,3,2024-25,Humenergy,Number,Electricity,Residential,National,4403
2025-01-01,2024-25 Q3,3,2024-25,Iberdrola Australia,Number,Electricity,Residential,National,0
2025-01-01,2024-25 Q3,3,2024-25,LocalVolts,Number,Electricity,Residential,National,628
2025-01-01,2024-25 Q3,3,2024-25,Locality Planning Energy,Number,Electricity,Residential,National,31
2025-01-01,2024-25 Q3,3,2024-25,Lumo Energy,Number,Electricity,Residential,National,58100
2025-01-01,2024-25 Q3,3,2024-25,MTA Energy,Number,Electricity,Residential,National,0
2025-01-01,2024-25 Q3,3,2024-25,Macarthur Energy,Number,Electricity,Residential,National,111
2025-01-01,2024-25 Q3,3,2024-25,Maximum Energy,Number,Electricity,Residential,National,0
2025-01-01,2024-25 Q3,3,2024-25,Metered Energy,Number,Electricity,Residential,National,16612
2025-01-01,2024-25 Q3,3,2024-25,Microgrid Power,Number,Electricity,Residential,National,123
2025-01-01,2024-25 Q3,3,2024-25,Mojo Power,Number,Electricity,Residential,National,0
2025-01-01,2024-25 Q3,3,2024-25,Momentum Energy,Number,Electricity,Residential,National,22686
2025-01-01,2024-25 Q3,3,2024-25,National Total,Number,Electricity,Residential,National,6967701
2025-01-01,2024-25 Q3,3,2024-25,Nectr Energy,Number,Electricity,Residential,National,19518
2025-01-01,2024-25 Q3,3,2024-25,Next Business Energy,Number,Electricity,Residential,National,262
2025-01-01,2024-25 Q3,3,2024-25,OC Energy,Number,Electricity,Residential,National,1118
2025-01-01,2024-25 Q3,3,2024-25,OVO Energy,Number,Electricity,Residential,National,40232
2025-01-01,2024-25 Q3,3,2024-25,Origin Energy,Number,Electricity,Residential,National,1833821
2025-01-01,2024-25 Q3,3,2024-25,People Energy,Number,Electricity,Residential,National,0
2025-01-01,2024-25 Q3,3,2024-25,Pooled Energy,Number,Electricity,Residential,National,0
2025-01-01,2024-25 Q3,3,2024-25,Power Club,Number,Electricity,Residential,National,0
2025-01-01,2024-25 Q3,3,2024-25,PowerHub,Number,Electricity,Residential,National,1011
2025-01-01,2024-25 Q3,3,2024-25,Powerdirect,Number,Electricity,Residential,National,0
2025-01-01,2024-25 Q3,3,2024-25,Powershop,Number,Electricity,Residential,National,66425
2025-01-01,2024-25 Q3,3,2024-25,Powow Power,Number,Electricity,Residential,National,7
2025-01-01,2024-25 Q3,3,2024-25,Progressive Green,Number,Electricity,Residential,National,18
2025-01-01,2024-25 Q3,3,2024-25,Qenergy,Number,Electricity,Residential,National,0
2025-01-01,2024-25 Q3,3,2024-25,Radian Energy,Number,Electricity,Residential,National,0
2025-01-01,2024-25 Q3,3,2024-25,ReAmped Energy,Number,Electricity,Residential,National,0
2025-01-01,2024-25 Q3,3,2024-25,Real Utilities,Number,Electricity,Residential,National,2877
2025-01-01,2024-25 Q3,3,2024-25,Red Energy,Number,Electricity,Residential,National,540837
2025-01-01,2024-25 Q3,3,2024-25,Savant Energy,Number,Electricity,Residential,National,4326
2025-01-01,2024-25 Q3,3,2024-25,Shell Energy,Number,Electricity,Residential,National,2715
